review_id,product_id,user_id,rating,review_text,review_date
R00474,P1405,U5080,5.0,客服服务态度很好，耐心解答。,2023-05-27
R00475,P1762,U5513,3.0,挺普通的，没什么特色。 推荐购买，效果显著，非常好，我很喜欢,2023-01-29
R00476,P1514,U5547,1.0,差评，太差了。 简直完美，超出预期,2023-05-26
R00477,P1108,U5403,5.0,推荐购买，效果显著。 包装破损，送货慢，一次糟糕的购物体验,2023-03-22
R00478,P1478,U5279,4.0,性价比很高，值得拥有。 这是第3次购买，一如既往的好！,2023-01-24
R00479,P1455,U5973,2.0,质量一般，有瑕疵。 非常满意的一次购物，会回购的，还可以吧，一般般,2023-10-25
R00480,P1556,U5913,5.0,外观漂亮，功能齐全。,2023-06-11
R00481,P1768,U5879,5.0,性价比很高，值得拥有。,2023-08-16
R00482,P1629,U5778,1.0,有点失望，和描述不符。,2023-03-13
R00483,P1236,U5635,1.0,性价比不高，不值得。,2023-04-19
R00484,P1083,U5949,2.0,,2023-06-08
R00485,P1295,U5933,4.0,家人都很喜欢，下次还会光顾。,2023-12-06
R00486,P1069,U5525,2.0,性价比不高，不值得。 真的后悔购买，太糟了！,2023-01-24
R00487,P1098,U5347,3.0,   ,2023-12-10
R00488,P1024,U5796,2.0,一次糟糕的购物体验。,2023-06-02
R00489,P1548,U5603,4.0,推荐购买，效果显著。 这是第5次购买，一如既往的好！,2023-06-28
R00490,P1738,U5389,2.0,一次糟糕的购物体验。 真的后悔购买，太糟了！,2023-11-06
R00491,P1826,U5687,1.0,外观普通，功能有问题。 真的后悔购买，太糟了！,2023-04-11
R00492,P1646,U5683,1.0,,2023-03-22
R00493,P1623,U5887,5.0,简直完美，超出预期。 包装精美，送货速度快，还可以吧，一般般,2023-04-18
R00494,P1797,U5320,3.0,价格适中，没有惊喜。 推荐购买，效果显著，质量很好，物超所值,2023-10-24
R00495,P1035,U5090,1.0,一次糟糕的购物体验。,2023-07-02
R00496,P1596,U5261,2.0,性价比不高，不值得。,2023-06-09
R00497,P1415,U5860,4.0,非常满意的一次购物，会回购的。,2023-07-17
R00498,P1728,U5766,3.0,还行，凑合用吧。,2023-08-14
R00499,P1063,U5583,1.0,不满意，不会再买。 挺普通的，没什么特色,2023-12-30
R00500,P1732,U5910,4.0,简直完美，超出预期。 这是第4次购买，一如既往的好！,2023-01-30
R00501,P1053,U5954,4.0,性价比很高，值得拥有。,2023-12-26
R00502,P1280,U5537,5.0,质量很好，物超所值。 外观普通，功能有问题,2023-05-14
R00503,P1169,U5372,5.0,,2023-05-04
R00504,P1610,U5079,3.0,中规中矩，符合预期。 客服很不专业，解决不了问题，包装破损，送货慢,2023-08-21
R00505,P1957,U5250,4.0,家人都很喜欢，下次还会光顾。 这是第4次购买，一如既往的好！,2023-04-02
R00506,P1942,U5462,3.0,一般般，不算好也不算坏。 还行，凑合用吧，推荐购买，效果显著,2023-02-12
R00507,P1227,U5017,3.0,暂时没发现什么问题。 差评，太差了,2023-01-31
R00508,P1770,U5475,5.0,非常好，我很喜欢！ 这是第1次购买，一如既往的好！ 非常好，我很喜欢,2023-02-03
R00509,P1062,U5844,2.0,不推荐，没什么用。 真的后悔购买，太糟了！,2023-08-07
R00510,P1544,U6000,1.0,不推荐，没什么用。 真的后悔购买，太糟了！,2023-10-17
R00511,P1687,U5629,1.0,不推荐，没什么用。 真的后悔购买，太糟了！,2023-06-17
R00512,P1802,U5082,3.0,价格适中，没有惊喜。 暂时没发现什么问题，一般般，不算好也不算坏,2023-04-08
R00513,P1200,U5043,5.0,推荐购买，效果显著。 这是第4次购买，一如既往的好！ 质量一般，有瑕疵，一般般，不算好也不算坏,2023-12-21
R00514,P1545,U5129,3.0,暂时没发现什么问题。 包装精美，送货速度快,2023-10-17
R00515,P1578,U5395,1.0,不推荐，没什么用。 还行，凑合用吧，外观普通，功能有问题,2023-12-19
R00516,P1233,U5742,2.0,包装破损，送货慢。,2023-05-08
R00517,P1290,U5797,3.0,中规中矩，符合预期。,2023-01-14
R00518,P1520,U5026,4.0,客服服务态度很好，耐心解答。 这是第4次购买，一如既往的好！ 挺普通的，没什么特色，包装破损，送货慢,2023-03-15
R00519,P1957,U5669,2.0,差评，太差了。,2023-07-07
R00520,P1079,U5976,2.0,不满意，不会再买。 性价比不高，不值得，客服很不专业，解决不了问题,2023-08-04
R00521,P1950,U5609,3.0,中规中矩，符合预期。 没什么好说的，就这样吧。,2023-02-04
R00522,P1234,U5545,2.0,不满意，不会再买。 真的后悔购买，太糟了！,2023-07-06
R00523,P1851,U5198,4.0,非常好，我很喜欢！ 这是第3次购买，一如既往的好！ 性价比很高，值得拥有,2023-05-31
R00524,P1983,U5124,1.0,不推荐，没什么用。 中规中矩，符合预期,2023-06-11
R00525,P1965,U5513,1.0,质量一般，有瑕疵。,2023-09-27
R00526,P1019,U5772,1.0,一次糟糕的购物体验。 真的后悔购买，太糟了！,2023-03-09
R00527,P1350,U5420,4.0,客服服务态度很好，耐心解答。 这是第2次购买，一如既往的好！ 差评，太差了,2023-12-10
R00528,P1891,U5403,2.0,客服很不专业，解决不了问题。 还可以吧，一般般，物流还算正常,2023-12-02
R00529,P1607,U5784,2.0,客服很不专业，解决不了问题。 真的后悔购买，太糟了！,2023-09-12
R00530,P1701,U5199,5.0,性价比很高，值得拥有。 这是第1次购买，一如既往的好！,2023-12-03
R00531,P1065,U5799,3.0,一般般，不算好也不算坏。 价格适中，没有惊喜，简直完美，超出预期,2023-07-27
R00532,P1612,U5289,2.0,性价比不高，不值得。 真的后悔购买，太糟了！ 质量一般，有瑕疵，暂时没发现什么问题,2023-07-29
R00533,P1938,U5010,3.0,中规中矩，符合预期。 没什么好说的，就这样吧。,2023-01-18
R00534,P1679,U5545,4.0,外观漂亮，功能齐全。 这是第2次购买，一如既往的好！ 暂时没发现什么问题,2023-05-18
R00535,P1083,U5610,1.0,不推荐，没什么用。 真的后悔购买，太糟了！ 性价比很高，值得拥有,2023-07-13
R00536,P1228,U5452,5.0,非常满意的一次购物，会回购的。 这是第3次购买，一如既往的好！ 性价比不高，不值得,2023-10-20
R00537,P1537,U5318,5.0,包装精美，送货速度快。,2023-09-05
R00538,P1795,U5445,1.0,,2023-08-20
R00539,P1446,U5566,3.0,暂时没发现什么问题。,2023-11-06
R00540,P1493,U5072,1.0,一次糟糕的购物体验。 一般般，不算好也不算坏,2023-01-31
R00541,P1270,U5653,2.0,包装破损，送货慢。 真的后悔购买，太糟了！,2023-11-19
R00542,P1156,U5402,3.0,价格适中，没有惊喜。 没什么好说的，就这样吧。 挺普通的，没什么特色，差评，太差了,2023-11-22
R00543,P1152,U5985,5.0,客服服务态度很好，耐心解答。 这是第4次购买，一如既往的好！,2023-02-04
R00544,P1283,U5809,1.0,客服很不专业，解决不了问题。 外观漂亮，功能齐全,2023-05-25
R00545,P1384,U5739,4.0,非常满意的一次购物，会回购的。 这是第2次购买，一如既往的好！ 暂时没发现什么问题，用用看再说,2023-10-07
R00546,P1795,U5089,2.0,性价比不高，不值得。,2023-01-13
R00547,P1864,U5924,2.0,,2023-02-27
R00548,P1743,U5037,4.0,性价比很高，值得拥有。 这是第3次购买，一如既往的好！ 外观漂亮，功能齐全，包装精美，送货速度快,2023-09-04
R00549,P1055,U5103,3.0,中规中矩，符合预期。 没什么好说的，就这样吧。 质量一般，有瑕疵,2023-05-28
R00550,P1620,U5233,2.0,外观普通，功能有问题。,2023-04-12
R00551,P1980,U5448,3.0,中规中矩，符合预期。 没什么好说的，就这样吧。,2023-05-19
R00552,P1433,U5008,3.0,物流还算正常。 没什么好说的，就这样吧。,2023-04-21
R00553,P1774,U5592,5.0,质量很好，物超所值。,2023-11-11
R00554,P1256,U5825,1.0,客服很不专业，解决不了问题。 真的后悔购买，太糟了！ 挺普通的，没什么特色,2023-04-09
R00555,P1567,U5037,2.0,一次糟糕的购物体验。 真的后悔购买，太糟了！ 性价比不高，不值得,2023-09-06
R00556,P1549,U5831,4.0,性价比很高，值得拥有。,2023-09-19
R00557,P1714,U5732,5.0,,2023-04-28
R00558,P1337,U5792,,质量一般，有瑕疵。,2023-09-13
R00559,P1064,U5928,2.0,,2023-03-24
R00560,P1226,U5587,1.0,有点失望，和描述不符。 性价比很高，值得拥有，还可以吧，一般般,2023-09-27
R00561,P1276,U5929,1.0,客服很不专业，解决不了问题。,2023-03-12
R00562,P1202,U5315,2.0,质量一般，有瑕疵。 真的后悔购买，太糟了！,2023-03-26
R00563,P1445,U5177,4.0,客服服务态度很好，耐心解答。,2023-09-26
R00564,P1996,U5259,4.0,非常满意的一次购物，会回购的。 这是第3次购买，一如既往的好！,2023-11-18
R00565,P1127,U5578,2.0,有点失望，和描述不符。 真的后悔购买，太糟了！,2023-01-31
R00566,P1334,U5628,5.0,外观漂亮，功能齐全。,2023-12-27
R00567,P1164,U5804,1.0,外观普通，功能有问题。 真的后悔购买，太糟了！ 质量很好，物超所值,2023-08-27
R00568,P1959,U5417,2.0,有点失望，和描述不符。 真的后悔购买，太糟了！,2023-12-09
R00569,P1090,U5872,2.0,质量一般，有瑕疵。 客服服务态度很好，耐心解答,2023-06-30
R00570,P1015,U5652,5.0,客服服务态度很好，耐心解答。 挺普通的，没什么特色，中规中矩，符合预期,2023-09-28
R00571,P1889,U5135,3.0,挺普通的，没什么特色。,2023-03-31
R00572,P1046,U5479,1.0,包装破损，送货慢。 真的后悔购买，太糟了！ 包装精美，送货速度快,2023-01-27
R00573,P1956,U5890,,包装破损，送货慢。 真的后悔购买，太糟了！ 中规中矩，符合预期，暂时没发现什么问题,2023-04-17
R00574,P1049,U5423,4.0,家人都很喜欢，下次还会光顾。,2023-07-31
R00575,P1115,U5132,4.0,外观漂亮，功能齐全。 非常好，我很喜欢，性价比很高，值得拥有,2023-12-28
R00576,P1510,U5995,4.0,   ,2023-06-07
R00577,P1993,U5344,,用用看再说。 客服很不专业，解决不了问题，外观漂亮，功能齐全,2023-09-14
R00578,P1954,U5718,5.0,非常好，我很喜欢！,2023-10-10
R00579,P1176,U5092,2.0,不推荐，没什么用。 真的后悔购买，太糟了！,2023-09-27
R00580,P1209,U5180,3.0,暂时没发现什么问题。 没什么特别的,2023-03-23
R00581,P1258,U5842,1.0,,2023-11-18
R00582,P1443,U5783,3.0,中规中矩，符合预期。 没什么好说的，就这样吧。,2023-07-05
R00583,P1605,U5457,2.0,包装破损，送货慢。 价格适中，没有惊喜,2023-09-06
R00584,P1578,U5291,3.0,暂时没发现什么问题。 客服服务态度很好，耐心解答,2023-10-10
R00585,P1921,U5348,5.0,非常满意的一次购物，会回购的。,2023-04-16
R00586,P1230,U5109,5.0,家人都很喜欢，下次还会光顾。 这是第3次购买，一如既往的好！,2023-06-06
R00587,P1706,U5417,,挺普通的，没什么特色。 没什么好说的，就这样吧。 暂时没发现什么问题,2023-04-29
R00588,P1344,U5109,4.0,外观漂亮，功能齐全。,2023-09-20
R00589,P1741,U5334,4.0,简直完美，超出预期。 这是第3次购买，一如既往的好！ 不满意，不会再买，有点失望，和描述不符,2023-01-18
R00590,P1349,U5097,1.0,质量一般，有瑕疵。 非常满意的一次购物，会回购的，还行，凑合用吧,2023-04-20
R00591,P1185,U5323,5.0,性价比很高，值得拥有。 这是第3次购买，一如既往的好！ 包装破损，送货慢,2023-07-29
R00592,P1281,U5805,4.0,非常满意的一次购物，会回购的。 质量一般，有瑕疵，还可以吧，一般般,2023-11-19
R00593,P1708,U5997,1.0,有点失望，和描述不符。 真的后悔购买，太糟了！ 非常满意的一次购物，会回购的,2023-08-03
R00594,P1009,U5457,4.0,简直完美，超出预期。 不满意，不会再买，外观普通，功能有问题,2023-04-10
R00595,P1318,U5325,2.0,不满意，不会再买。 性价比不高，不值得，外观漂亮，功能齐全,2023-10-11
R00596,P1967,U5095,4.0,简直完美，超出预期。 客服服务态度很好，耐心解答，物流还算正常,2023-01-21
R00597,P1903,U5700,1.0,外观普通，功能有问题。,2023-06-30
R00598,P1186,U5063,5.0,外观漂亮，功能齐全。 这是第4次购买，一如既往的好！,2023-05-19
R00599,P1075,U5209,5.0,简直完美，超出预期。 这是第3次购买，一如既往的好！ 一次糟糕的购物体验，一般般，不算好也不算坏,2023-10-09
R00600,P1207,U5012,1.0,性价比不高，不值得。,2023-08-11
R00601,P1241,U5013,3.0,价格适中，没有惊喜。 一般般，不算好也不算坏,2023-06-25
R00602,P1158,U5904,4.0,家人都很喜欢，下次还会光顾。,2023-02-06
R00603,P1080,U5494,1.0,不推荐，没什么用。 性价比不高，不值得,2023-02-08
R00604,P1930,U5689,4.0,   ,2023-09-27
R00605,P1063,U5244,2.0,客服很不专业，解决不了问题。 挺普通的，没什么特色，质量很好，物超所值,2023-11-20
R00606,P1798,U5281,5.0,,2023-09-05
R00607,P1673,U5143,2.0,客服很不专业，解决不了问题。 包装精美，送货速度快，还行，凑合用吧,2023-01-01
R00608,P1624,U5489,4.0,客服服务态度很好，耐心解答。 这是第4次购买，一如既往的好！,2023-02-17
R00609,P1348,U5353,2.0,不推荐，没什么用。 中规中矩，符合预期,2023-05-02
R00610,P1770,U5391,5.0,质量很好，物超所值。,2023-08-03
R00611,P1577,U5348,4.0,   ,2023-01-21
R00612,P1496,U5930,4.0,简直完美，超出预期。,2023-12-07
R00613,P1410,U5145,,质量一般，有瑕疵。,2023-12-22
R00614,P1225,U5849,3.0,中规中矩，符合预期。,2023-07-27
R00615,P1183,U5923,1.0,性价比不高，不值得。 有点失望，和描述不符,2023-12-21
R00616,P1701,U5145,2.0,有点失望，和描述不符。,2023-07-11
R00617,P1013,U5648,4.0,家人都很喜欢，下次还会光顾。,2023-02-03
R00618,P1335,U5192,1.0,外观普通，功能有问题。 推荐购买，效果显著，外观漂亮，功能齐全,2023-02-10
R00619,P1583,U5319,4.0,非常满意的一次购物，会回购的。 这是第5次购买，一如既往的好！ 客服服务态度很好，耐心解答,2023-04-20
R00620,P1992,U5229,2.0,有点失望，和描述不符。 真的后悔购买，太糟了！,2023-11-24
R00621,P1143,U5761,4.0,外观漂亮，功能齐全。 质量很好，物超所值,2023-12-29
R00622,P1605,U5007,1.0,不满意，不会再买。 还行，凑合用吧,2023-06-14
R00623,P1879,U5162,2.0,质量一般，有瑕疵。 真的后悔购买，太糟了！ 客服服务态度很好，耐心解答,2023-11-05
R00624,P1782,U5379,3.0,还行，凑合用吧。 没什么好说的，就这样吧。 非常好，我很喜欢,2023-01-16
R00625,P1116,U5414,4.0,非常好，我很喜欢！,2023-05-09
R00626,P1353,U5639,2.0,有点失望，和描述不符。,2023-08-15
R00627,P1374,U5700,1.0,不满意，不会再买。 客服很不专业，解决不了问题,2023-12-03
R00628,P1074,U5783,4.0,非常好，我很喜欢！,2023-02-27
R00629,P1839,U5832,1.0,客服很不专业，解决不了问题。 家人都很喜欢，下次还会光顾,2023-05-19
R00630,P1105,U5261,5.0,客服服务态度很好，耐心解答。 这是第4次购买，一如既往的好！ 暂时没发现什么问题，推荐购买，效果显著,2023-02-15
R00631,P1844,U5641,,外观漂亮，功能齐全。,2023-09-05
R00632,P1170,U5933,1.0,不满意，不会再买。 真的后悔购买，太糟了！ 不满意，不会再买，物流还算正常,2023-01-28
R00633,P1577,U5718,3.0,没什么特别的。 一般般，不算好也不算坏,2023-07-22
R00634,P1357,U5088,5.0,非常满意的一次购物，会回购的。,2023-02-21
R00635,P1667,U5295,4.0,非常好，我很喜欢！ 这是第4次购买，一如既往的好！ 外观漂亮，功能齐全，一般般，不算好也不算坏,2023-12-21
R00636,P1143,U5097,4.0,简直完美，超出预期。 差评，太差了，推荐购买，效果显著,2023-12-29
R00637,P1491,U5869,3.0,没什么特别的。 中规中矩，符合预期,2023-04-16
R00638,P1462,U5216,2.0,不满意，不会再买。 包装精美，送货速度快，非常好，我很喜欢,2023-11-23
R00639,P1160,U5683,2.0,客服很不专业，解决不了问题。 真的后悔购买，太糟了！,2023-07-12
R00640,P1873,U5753,1.0,质量一般，有瑕疵。,2023-03-16
R00641,P1110,U5275,2.0,一次糟糕的购物体验。,2023-01-08
R00642,P1234,U5758,3.0,中规中矩，符合预期。,2023-04-29
R00643,P1002,U5578,4.0,家人都很喜欢，下次还会光顾。 这是第5次购买，一如既往的好！,2023-09-16
R00644,P1613,U5271,5.0,外观漂亮，功能齐全。 这是第1次购买，一如既往的好！ 外观漂亮，功能齐全，外观漂亮，功能齐全,2023-12-30
R00645,P1136,U5795,4.0,家人都很喜欢，下次还会光顾。 有点失望，和描述不符，用用看再说,2023-06-02
R00646,P1567,U5905,2.0,包装破损，送货慢。 没什么特别的,2023-03-04
R00647,P1031,U5985,5.0,非常满意的一次购物，会回购的。 价格适中，没有惊喜,2023-12-13
R00648,P1309,U5851,4.0,简直完美，超出预期。 这是第4次购买，一如既往的好！,2023-06-01
R00649,P1688,U5826,2.0,包装破损，送货慢。,2023-05-03
R00650,P1590,U5800,5.0,简直完美，超出预期。,2023-10-20
R00651,P1620,U5502,1.0,差评，太差了。 客服很不专业，解决不了问题，非常满意的一次购物，会回购的,2023-03-18
R00652,P1588,U5746,5.0,,2023-02-17
R00653,P1317,U5107,5.0,性价比很高，值得拥有。,2023-02-02
R00654,P1801,U5217,,有点失望，和描述不符。,2023-04-17
R00655,P1319,U5523,2.0,有点失望，和描述不符。 包装精美，送货速度快，还可以吧，一般般,2023-11-14
R00656,P1388,U5234,2.0,包装破损，送货慢。 真的后悔购买，太糟了！,2023-09-12
R00657,P1352,U5215,1.0,一次糟糕的购物体验。 真的后悔购买，太糟了！,2023-09-02
R00658,P1090,U5151,5.0,推荐购买，效果显著。 不推荐，没什么用,2023-09-06
R00659,P1421,U5063,5.0,非常好，我很喜欢！,2023-08-16
R00660,P1625,U5691,1.0,质量一般，有瑕疵。 没什么特别的,2023-11-17
R00661,P1426,U5663,3.0,物流还算正常。,2023-02-25
R00662,P1043,U5495,3.0,价格适中，没有惊喜。,2023-08-27
R00663,P1529,U5294,3.0,一般般，不算好也不算坏。,2023-04-26
R00664,P1018,U5997,3.0,还可以吧，一般般。 没什么好说的，就这样吧。,2023-01-20
R00665,P1259,U5191,5.0,包装精美，送货速度快。,2023-08-26
R00666,P1620,U5496,3.0,价格适中，没有惊喜。 客服很不专业，解决不了问题，非常满意的一次购物，会回购的,2023-04-02
R00667,P1392,U5965,1.0,质量一般，有瑕疵。 真的后悔购买，太糟了！,2023-01-13
R00668,P1928,U5179,1.0,不推荐，没什么用。,2023-03-15
R00669,P1301,U5908,5.0,非常好，我很喜欢！ 这是第5次购买，一如既往的好！,2023-01-15
R00670,P1811,U5875,5.0,质量很好，物超所值。 这是第2次购买，一如既往的好！ 外观普通，功能有问题,2023-05-07
R00671,P1334,U5063,,推荐购买，效果显著。 这是第3次购买，一如既往的好！ 性价比不高，不值得,2023-07-02
R00672,P1518,U5359,1.0,有点失望，和描述不符。 真的后悔购买，太糟了！,2023-08-24
R00673,P1472,U5715,2.0,包装破损，送货慢。 真的后悔购买，太糟了！,2023-11-11
R00674,P1791,U5980,,一次糟糕的购物体验。,2023-05-15
R00675,P1391,U5188,,非常好，我很喜欢！,2023-09-03
R00676,P1718,U5624,3.0,价格适中，没有惊喜。,2023-11-20
R00677,P1330,U5040,4.0,包装精美，送货速度快。 这是第5次购买，一如既往的好！ 不推荐，没什么用,2023-05-07
R00678,P1883,U5985,4.0,推荐购买，效果显著。,2023-03-06
R00679,P1540,U5874,1.0,不满意，不会再买。,2023-10-20
R00680,P1413,U5796,1.0,一次糟糕的购物体验。 性价比不高，不值得，不推荐，没什么用,2023-08-22
R00681,P1503,U5621,5.0,性价比很高，值得拥有。 客服很不专业，解决不了问题,2023-12-21
R00682,P1323,U5285,4.0,包装精美，送货速度快。 这是第5次购买，一如既往的好！ 价格适中，没有惊喜，暂时没发现什么问题,2023-09-26
R00683,P1925,U5242,4.0,非常好，我很喜欢！ 这是第4次购买，一如既往的好！,2023-06-12
R00684,P1617,U5664,5.0,推荐购买，效果显著。 非常满意的一次购物，会回购的,2023-02-08
R00685,P1371,,2.0,差评，太差了。 真的后悔购买，太糟了！,2023-07-30
R00686,P1866,U5406,4.0,客服服务态度很好，耐心解答。 不满意，不会再买,2023-08-09
R00687,P1765,U5664,1.0,一次糟糕的购物体验。 真的后悔购买，太糟了！,2023-09-13
R00688,P1105,U5987,1.0,质量一般，有瑕疵。,2023-06-30
R00689,P1327,U5395,4.0,家人都很喜欢，下次还会光顾。,2023-11-14
R00690,P1252,U5390,1.0,有点失望，和描述不符。 真的后悔购买，太糟了！,2023-06-10
R00691,P1862,U5407,2.0,差评，太差了。 真的后悔购买，太糟了！,2023-03-19
R00692,P1265,U5363,5.0,推荐购买，效果显著。,2023-12-13
R00693,P1363,U5999,,外观漂亮，功能齐全。 客服很不专业，解决不了问题,2023-05-23
R00694,P1081,U5060,1.0,不满意，不会再买。,2023-07-26
R00695,P1027,U5468,3.0,用用看再说。,2023-04-24
R00696,P1112,U5883,4.0,客服服务态度很好，耐心解答。 这是第4次购买，一如既往的好！,2023-07-19
R00697,P1081,U5752,2.0,客服很不专业，解决不了问题。 真的后悔购买，太糟了！,2023-06-08
R00698,P1044,U5510,3.0,没什么特别的。 不满意，不会再买，家人都很喜欢，下次还会光顾,2023-02-07
R00699,P1682,U5911,5.0,包装精美，送货速度快。 这是第3次购买，一如既往的好！,2023-12-18
R00700,P1777,U5014,4.0,客服服务态度很好，耐心解答。 简直完美，超出预期,2023-05-22
R00701,P1600,U5733,1.0,不满意，不会再买。,2023-10-23
R00702,P1907,,2.0,差评，太差了。 真的后悔购买，太糟了！,2023-08-13
R00703,P1750,U5711,5.0,外观漂亮，功能齐全。 这是第2次购买，一如既往的好！ 推荐购买，效果显著,2023-11-27
R00704,P1973,U5254,3.0,还可以吧，一般般。,2023-05-21
R00705,P1380,U5465,2.0,不推荐，没什么用。 真的后悔购买，太糟了！,2023-12-02
R00706,P1864,U5374,4.0,外观漂亮，功能齐全。 这是第2次购买，一如既往的好！,2023-10-19
R00707,P1636,U5659,4.0,,2023-02-27
R00708,P1174,U5652,3.0,暂时没发现什么问题。 非常满意的一次购物，会回购的,2023-11-04
R00709,P1734,U5592,5.0,非常好，我很喜欢！ 一般般，不算好也不算坏，性价比很高，值得拥有,2023-06-07
R00710,P1281,U5207,2.0,质量一般，有瑕疵。 真的后悔购买，太糟了！,2023-03-18
R00711,P1417,U5646,5.0,简直完美，超出预期。,2023-01-23
R00712,P1394,U5381,1.0,质量一般，有瑕疵。 真的后悔购买，太糟了！,2023-11-07
R00713,P1736,U5217,4.0,简直完美，超出预期。 非常好，我很喜欢,2023-06-16
R00714,P1621,U5993,1.0,外观普通，功能有问题。 真的后悔购买，太糟了！ 不满意，不会再买,2023-06-10
R00715,P1935,U5492,3.0,中规中矩，符合预期。 暂时没发现什么问题，外观普通，功能有问题,2023-02-20
R00716,P1820,U5090,4.0,非常满意的一次购物，会回购的。,2023-08-20
R00717,P1750,U5425,3.0,暂时没发现什么问题。 没什么好说的，就这样吧。,2023-12-27
R00718,P1159,U5729,,外观普通，功能有问题。 包装精美，送货速度快,2023-05-11
R00719,P1272,U5577,2.0,不推荐，没什么用。 没什么特别的,2023-10-26
R00720,P1415,U5570,1.0,有点失望，和描述不符。 真的后悔购买，太糟了！,2023-07-27
R00721,P1385,U5230,2.0,不满意，不会再买。 真的后悔购买，太糟了！,2023-05-11
R00722,P1621,U5662,2.0,外观普通，功能有问题。 客服服务态度很好，耐心解答，客服服务态度很好，耐心解答,2023-10-25
R00723,P1294,U5142,3.0,还行，凑合用吧。 还行，凑合用吧,2023-11-05
R00724,P1287,U5767,4.0,包装精美，送货速度快。,2023-01-26
R00725,P1455,U5491,2.0,有点失望，和描述不符。 真的后悔购买，太糟了！,2023-09-09
R00726,P1261,U5285,4.0,简直完美，超出预期。 外观普通，功能有问题,2023-10-07
R00727,P1113,U5719,2.0,质量一般，有瑕疵。,2023-05-22
R00728,P1648,U5506,1.0,有点失望，和描述不符。,2023-01-27
R00729,P1472,U5432,4.0,非常好，我很喜欢！,2023-08-23
R00730,P1213,,,推荐购买，效果显著。,2023-12-29
R00731,P1294,U5838,3.0,中规中矩，符合预期。,2023-01-25
R00732,P1830,U5360,2.0,有点失望，和描述不符。,2023-06-23
R00733,P1103,U5076,1.0,客服很不专业，解决不了问题。 真的后悔购买，太糟了！,2023-09-28
R00734,P1607,U5432,3.0,物流还算正常。,2023-09-28
R00735,P1861,U5862,4.0,外观漂亮，功能齐全。 性价比很高，值得拥有,2023-01-09
R00736,P1138,U5887,1.0,有点失望，和描述不符。,2023-05-06
R00737,P1005,U5969,5.0,客服服务态度很好，耐心解答。 这是第3次购买，一如既往的好！,2023-11-12
R00738,P1190,U5876,4.0,推荐购买，效果显著。,2023-08-09
R00739,P1793,U5665,5.0,非常满意的一次购物，会回购的。,2023-01-30
R00740,P1139,U5407,4.0,非常好，我很喜欢！,2023-02-28
R00741,P1178,U5277,5.0,客服服务态度很好，耐心解答。 这是第5次购买，一如既往的好！ 简直完美，超出预期，非常满意的一次购物，会回购的,2023-06-29
R00742,P1251,U5319,2.0,质量一般，有瑕疵。 物流还算正常,2023-02-21
R00743,P1005,U5634,1.0,不推荐，没什么用。 包装破损，送货慢,2023-08-19
R00744,P1653,U5655,3.0,还行，凑合用吧。 没什么好说的，就这样吧。 用用看再说,2023-03-31
R00745,P1448,U5147,5.0,外观漂亮，功能齐全。,2023-02-20
R00746,P1486,U5597,3.0,中规中矩，符合预期。 没什么好说的，就这样吧。,2023-10-30
R00747,P1514,U5170,2.0,包装破损，送货慢。 一次糟糕的购物体验，还可以吧，一般般,2023-10-15
R00748,P1003,U5155,1.0,客服很不专业，解决不了问题。 真的后悔购买，太糟了！ 一般般，不算好也不算坏，不满意，不会再买,2023-11-17
R00749,P1141,U5151,1.0,不推荐，没什么用。,2023-09-05
R00750,P1995,U5380,5.0,客服服务态度很好，耐心解答。 差评，太差了，简直完美，超出预期,2023-05-13
R00751,P1468,U5176,2.0,不推荐，没什么用。,2023-05-18
R00752,P1950,U5016,3.0,挺普通的，没什么特色。 没什么好说的，就这样吧。 还行，凑合用吧,2023-06-08
R00753,P1291,U5039,5.0,非常好，我很喜欢！ 这是第1次购买，一如既往的好！ 暂时没发现什么问题，暂时没发现什么问题,2023-01-06
R00754,P1944,U5631,4.0,推荐购买，效果显著。,2023-08-15
R00755,P1304,U5764,3.0,暂时没发现什么问题。,2023-01-23
R00756,P1744,U5075,5.0,性价比很高，值得拥有。 非常好，我很喜欢，一般般，不算好也不算坏,2023-09-04
R00757,P1093,U5889,5.0,客服服务态度很好，耐心解答。 这是第5次购买，一如既往的好！ 外观漂亮，功能齐全，还行，凑合用吧,2023-06-25
R00758,P1203,U5095,4.0,非常满意的一次购物，会回购的。 这是第1次购买，一如既往的好！,2023-07-05
R00759,P1360,U5261,5.0,性价比很高，值得拥有。 客服很不专业，解决不了问题，还可以吧，一般般,2023-07-23
R00760,P1104,U5166,3.0,物流还算正常。,2023-01-22
R00761,P1568,U5707,1.0,   ,2023-01-17
R00762,P1808,U5632,2.0,客服很不专业，解决不了问题。,2023-11-09
R00763,P1258,U5866,4.0,包装精美，送货速度快。 简直完美，超出预期,2023-08-14
R00764,P1426,U5089,,一次糟糕的购物体验。 真的后悔购买，太糟了！,2023-08-19
R00765,P1976,U5365,1.0,不推荐，没什么用。,2023-06-16
R00766,P1320,U5266,4.0,质量很好，物超所值。,2023-07-17
R00767,P1519,U5139,3.0,中规中矩，符合预期。 暂时没发现什么问题，客服服务态度很好，耐心解答,2023-09-30
R00768,P1834,U5936,2.0,性价比不高，不值得。 真的后悔购买，太糟了！,2023-07-24
R00769,P1737,U5004,3.0,一般般，不算好也不算坏。,2023-03-01
